id,first_name,name,nationality,club_name,position1,position2,position3,tm_url
,Tim,Maciejewski,de,Union Berlin,T,W,,https://www.transfermarkt.com/tim-maciejewski/profil/spieler/392156
,Keita,Endo,ja,Union Berlin,W,,,https://www.transfermarkt.com/keita-endo/profil/spieler/421726
,Sheraldo,Becker,nl,Union Berlin,A,,,https://www.transfermarkt.com/sheraldo-becker/profil/spieler/188888
,Marcus,Ingvartsen,dk,Union Berlin,A,,,https://www.transfermarkt.com/marcus-ingvartsen/profil/spieler/269878
,Cedric,Teuchert,de,Union Berlin,Pc,,,https://www.transfermarkt.com/cedric-teuchert/profil/spieler/207597
,Jiri,Pavlenka,cz,Werder Bremen,Por,,,https://www.transfermarkt.com/jiri-pavlenka/profil/spieler/260053
,Stefanos,Kapino,gr,Werder Bremen,Por,,,https://www.transfermarkt.com/stefanos-kapino/profil/spieler/68410
,Eduardo,Dos Santos Haesler,de,Werder Bremen,Por,,,https://www.transfermarkt.com/eduardo-dos-santos-haesler/profil/spieler/369258
,Ludwig,Augustinsson,se,Werder Bremen,Ds,E,,https://www.transfermarkt.com/ludwig-augustinsson/profil/spieler/170646
,Milos,Veljkovic,rs,Werder Bremen,Dc,,,https://www.transfermarkt.com/milos-veljkovic/profil/spieler/202228
,Felix,Agu,de,Werder Bremen,Dd,Ds,E,https://www.transfermarkt.com/felix-agu/profil/spieler/393512
,Niklas,Moisander,fi,Werder Bremen,Dc,,,https://www.transfermarkt.com/niklas-moisander/profil/spieler/5017
,Omer,Toprak,tr,Werder Bremen,Dc,,,https://www.transfermarkt.com/omer-toprak/profil/spieler/43512
,Theodor,Gebre Selassie,cz,Werder Bremen,Dc,Dd,E,https://www.transfermarkt.com/theodor-gebre-selassie/profil/spieler/60632
,Marco,Friedl,at,Werder Bremen,Dc,Ds,,https://www.transfermarkt.com/marco-friedl/profil/spieler/156990
,Julian,Rieckmann,de,Werder Bremen,M,,,https://www.transfermarkt.com/julian-rieckmann/profil/spieler/380078
,Christian,Gross,de,Werder Bremen,M,,,https://www.transfermarkt.com/christian-gross/profil/spieler/58396
,Kevin,Mohwald,de,Werder Bremen,C,,,https://www.transfermarkt.com/kevin-mohwald/profil/spieler/94137
,Milot,Rashica,xk,Werder Bremen,A,,,https://www.transfermarkt.com/milot-rashica/profil/spieler/291739
,Leonardo,Bittencourt,de,Werder Bremen,T,W,,https://www.transfermarkt.com/leonardo-bittencourt/profil/spieler/93844
,Oscar,Schonfelder,de,Werder Bremen,A,,,https://www.transfermarkt.com/oscar-schonfelder/profil/spieler/455933
,Romano,Schmid,at,Werder Bremen,T,,,https://www.transfermarkt.com/romano-schmid/profil/spieler/346853
817,Tahith,Chong,nl,Werder Bremen,W,,,https://www.transfermarkt.com/tahith-chong/profil/spieler/344830
,Ilia,Gruev,bg,Werder Bremen,M,,,https://www.transfermarkt.com/ilia-gruev/profil/spieler/381753
,Patrick,Erras,de,Werder Bremen,M,,,https://www.transfermarkt.com/patrick-erras/profil/spieler/193859
,Jean-Manuel,Mbom,de,Werder Bremen,E,C,,https://www.transfermarkt.com/jean-manuel-mbom/profil/spieler/335003
,Maximilian,Eggestein,de,Werder Bremen,M,C,,https://www.transfermarkt.com/maximilian-eggestein/profil/spieler/190284
,Yuya,Osako,ja,Werder Bremen,A,,,https://www.transfermarkt.com/yuya-osako/profil/spieler/108650
,Davie,Selke,de,Werder Bremen,Pc,,,https://www.transfermarkt.com/davie-selke/profil/spieler/178459
,Niclas,Fullkrug,de,Werder Bremen,Pc,,,https://www.transfermarkt.com/niclas-fullkrug/profil/spieler/75489
,Joshua,Sargent,us,Werder Bremen,Pc,,,https://www.transfermarkt.com/josh-sargent/profil/spieler/393325
,Nick,Woltemade,de,Werder Bremen,A,,,https://www.transfermarkt.com/nick-woltemade/profil/spieler/455661
,Eren,Dinkci,de,Werder Bremen,Pc,,,https://www.transfermarkt.com/eren-sami-dinkci/profil/spieler/645774
,Koen,Casteels,be,Wolfsburg,Por,,,https://www.transfermarkt.com/koen-casteels/profil/spieler/108880
,Pavao,Pervan,at,Wolfsburg,Por,,,https://www.transfermarkt.com/pavao-pervan/profil/spieler/51977
,Niklas,Klinger,de,Wolfsburg,Por,,,https://www.transfermarkt.com/niklas-klinger/profil/spieler/192268
,Lino,Kasten,de,Wolfsburg,Por,,,https://www.transfermarkt.com/lino-kasten/profil/spieler/441994
,,William,br,Wolfsburg,Dd,E,,https://www.transfermarkt.com/william/profil/spieler/341710
,Maxence,Lacroix,fr,Wolfsburg,Dc,,,https://www.transfermarkt.com/maxence-lacroix/profil/spieler/434224
,Jeffrey,Bruma,nl,Wolfsburg,Dc,,,https://www.transfermarkt.com/jeffrey-bruma/profil/spieler/88721
,Paulo,Otavio,br,Wolfsburg,Ds,E,,https://www.transfermarkt.com/paulo-otavio/profil/spieler/221611
,Jerome,Roussillon,fr,Wolfsburg,Ds,E,,https://www.transfermarkt.com/jerome-roussillon/profil/spieler/127076
,Kevin,Mbabu,ch,Wolfsburg,Dd,E,,https://www.transfermarkt.com/kevin-mbabu/profil/spieler/183321
,John Anthony,Brooks,us,Wolfsburg,Dc,,,https://www.transfermarkt.com/john-anthony-brooks/profil/spieler/124732
,Marin,Pongracic,hr,Wolfsburg,Dc,,,https://www.transfermarkt.com/marin-pongracic/profil/spieler/282144
,Tim,Siersleben,de,Wolfsburg,Dc,,,https://www.transfermarkt.com/tim-siersleben/profil/spieler/3370922
,Josip,Brekalo,hr,Wolfsburg,W,,,https://www.transfermarkt.com/josip-brekalo/profil/spieler/293169
,Renato,Steffen,ch,Wolfsburg,W,,,https://www.transfermarkt.com/renato-steffen/profil/spieler/194638
,Yunus,Malli,tr,Wolfsburg,T,,,https://www.transfermarkt.com/yunus-malli/profil/spieler/85352
,Admir,Mehmedi,ch,Wolfsburg,A,,,https://www.transfermarkt.com/admir-mehmedi/profil/spieler/66058
,Ridle,Baku,de,Wolfsburg,Dd,E,,https://www.transfermarkt.com/ridle-baku/profil/spieler/327251
,Josuha,Guilavogui,fr,Wolfsburg,M,,,https://www.transfermarkt.com/josuha-guilavogui/profil/spieler/93704
,Xaver,Schlager,at,Wolfsburg,C,,,https://www.transfermarkt.com/xaver-schlager/profil/spieler/223979
,Maximilian,Arnold,de,Wolfsburg,C,,,https://www.transfermarkt.com/maximilian-arnold/profil/spieler/117674
,Yannick,Gerhardt,de,Wolfsburg,C,,,https://www.transfermarkt.com/yannick-gerhardt/profil/spieler/119277
,Joao,Victor,br,Wolfsburg,W,,,https://www.transfermarkt.com/joao-victor/profil/spieler/381724
,Wout,Weghorst,nl,Wolfsburg,Pc,,,https://www.transfermarkt.com/wout-weghorst/profil/spieler/228645
,Maximilian,Philipp,de,Wolfsburg,A,,,https://www.transfermarkt.com/maximilian-philipp/profil/spieler/143891
,Bartosz,Bialek,pl,Wolfsburg,Pc,,,https://www.transfermarkt.com/bartosz-bialek/profil/spieler/535551
,Daniel,Ginczek,de,Wolfsburg,Pc,,,https://www.transfermarkt.com/daniel-ginczek/profil/spieler/79501
